Company, Found Date, City, Nation, Industry, Founder, Investor, Total Founding, Company Type, Operating Status, Last Valuation
Scout Exchange, 2013, Boston, United States, Computer, Ken Lazarus, —, 100000000, Y, Y, 300000000
Arkose Labs, 2017, San Mateo, United States, Cyber Security, Kevin Gosschalk, Alchemist Accelerator, 106467749, Y, Y, 300000000
Yumanity Therapeutics, 2014, Boston, United States, Biotechnology, Susan Lindquist, Fidelity Management and Research Company, 137361779, Y, Y, 300000000
Hengrui Therapeutics, 2016, Princeton, United States, Biopharma, Adam Zong, HR Bio Holdings, 100000000, Y, Y, 300000000
Elysium, 2014, New York, United States, Health Care, Dan Alminana, General Catalyst, 71209000, Y, Y, 300000000
5miles, 2014, Dallas, United States, E-Commerce, Liang Lu, IDG Capital, 72000000, Y, Y, 300000000
Nova Credit, 2016, San Francisco, United States, Credit, Loek Janssen, General Catalyst, 79420000, Y, Y, 300000000
HyperGrid™, 2016, Los Altos, United States, Cloud Computing, Manoj Nair, GGV Capital, 29100000, Y, Y, 300000000
NYMBUS, 2015, Jacksonville, United States, Banking, Alex Lopatine, Insight Partners, 121421264, Y, Y, 300000000
Snappy, 2015, New York, United States, Enterprise Software, Dvir Cohen, 83North, 104825000, Y, Y, 300000000
Hipcamp, 2013, San Francisco, United States, Content, Alyssa Ravasio, Andreessen Horowitz, 97500000, Y, Y, 300000000
Innovusion, 2016, Sunnyvale, United States, Automotive, Junwei Bao, Temasek Holdings, 278000000, Y, Y, 300000000
MPOWER Financing, 2014, Washington, United States, Finance, Emmanuel Smadja, Goldman Sachs, 375000000, Y, Y, 300000000
PerimeterX, 2014, San Mateo, United States, Computer, Ido Safruti, DCVC, 148500000, Y, Y, 300000000
Anomali, 2013, Redwood City, United States, Analytics, Colby DeRodeff, General Catalyst, 96300000, Y, Y, 300000000
PatientPing, 2013, Boston, United States, Health Care, David Berkowicz, Andreessen Horowitz, 101200000, Y, Y, 300000000
AllStripes, 2017, San Francisco, United States, Big Data, Nancy Yu, Village Global, 67130000, Y, Y, 300000000
UpKeep, 2014, Los Angeles, United States, B2B, Ryan Chan, Insight Partners, 48820000, Y, Y, 295000000
CyberGRX, 2015, Denver, United States, Analytics, Fred Kneip, GV, 99000000, Y, Y, 290000000
Kasisto, 2013, New York, United States, Artificial Intelligence, Dror Oren, NCR, 81450000, Y, Y, 285000000
Cerevance, 2016, Cambridge, United States, Biotechnology, Brad Margus, Takeda, 91500000, Y, Y, 285000000
Entertainment Data Oracle (EDO), 2014, Los Angeles, United States, Analytics, Daniel Nadler, Breyer Capital, 92000000, Y, Y, 280000000
Fyusion, 2013, San Francisco, United States, Android, Pantelis Kalogiros, New Enterprise Associates, 71350000, Y, Y, 275000000
Lambda School, 2017, San Francisco, United States, E-Learning, Austen Allred, Stripe, 122120000, Y, Y, 260000000
ActionIQ, 2014, New York, United States, Analytics, Nitay Joffe, Andreessen Horowitz, 144700000, Y, Y, 260000000
Treez, 2016, Oakland, United States, Cannabis, John Yang, Long Ridge Equity Partners, 79000000, Y, Y, 260000000
Cherre, 2016, New York, United States, Analytics, Ben Hizak, Silicon Valley Bank, 75000000, Y, Y, 260000000
Recycle Track Systems, 2015, New York, United States, Environmental Engineering, Adam Pasquale, Gaingels, 111700108, Y, Y, 260000000
Deepgram, 2015, San Francisco, United States, Artificial Intelligence, Noah Shutty, NVIDIA, 85920000, Y, Y, 250000000
Algorand, 2017, Boston, United States, Blockchain, Silvio Micali, Alumni Ventures, 132000000, Y, Y, 250000000
Lendbuzz, 2015, Boston, United States, Artificial Intelligence, Amitay Kalmar, Goldman Sachs, 894262458, Y, Y, 250000000
Uphold, 2013, New York, United States, Bitcoin, Halsey Minor, Coil, 74900000, Y, Y, 250000000
Measurabl, 2013, San Diego, United States, Business Intelligence, Lance Onken, Cushman & Wakefield, 79610005, Y, Y, 250000000
Suki, 2016, Redwood City, United States, Artificial Intelligence, Anshu Sharma, Gaingels, 95000000, Y, Y, 250000000
Humu, 2017, Mountain View, United States, Artificial Intelligence, Jessica Wisdom, Alumni Ventures, 100600000, Y, Y, 250000000
DataGrail, 2018, San Francisco, United States, Compliance, Daniel Barber, DocuSign, 84200000, Y, Y, 250000000
Drip Capital, 2015, Palo Alto, United States, Blockchain, Neil Kothari, Accel, 375120000, Y, Y, 250000000
Socotra, 2014, San Francisco, United States, Enterprise Software, Dan Woods, Insight Partners, 93900000, Y, Y, 250000000
STRIVR, 2015, Palo Alto, United States, Enterprise, Derek Belch, Bank of America, 86000000, Y, Y, 250000000
CodeSignal, 2015, San Francisco, United States, Employment, Aram Shatakhtsyan, Alumni Ventures, 87500000, Y, Y, 250000000
Jiko, 2016, Berkeley, United States, Banking, Rocky Motwani, Digital Currency Group, 89400000, Y, Y, 250000000
Candid, 2017, New York, United States, Beauty, Bobby Ghoshal, Bessemer Venture Partners, 86400000, Y, Y, 250000000
Lilt, 2015, San Francisco, United States, Artificial Intelligence, John DeNero, Sequoia Capital, 92500000, Y, Y, 250000000
OneDrop, 2014, New York, United States, Apps, Jeff Dachis, Bayer, 106181901, Y, Y, 250000000
VergeSense, 2017, San Francisco, United States, Analytics, Dan Ryan, Y Combinator, 82620000, Y, Y, 250000000
Kentik, 2014, San Francisco, United States, Cloud Data Services, Avi Freedman, Gaingels, 101700000, Y, Y, 250000000
Exiger, 2013, New York, United States, Consulting, Michael Cherkasky, Monroe Capital, 154782960, Y, Y, 250000000
strongDM, 2015, Burlingame, United States, Infrastructure, Elizabeth Zalman, Sequoia Capital, 76050000, Y, Y, 250000000
Dia&Co, 2015, New York, United States, E-Commerce, Lydia Gilbert, Sequoia Capital, 90000000, Y, Y, 250000000
Florence Healthcare, 2014, Atlanta, United States, Biotechnology, Andres Garcia, Alumni Ventures, 115800000, Y, Y, 250000000
Tecovas, 2015, Austin, United States, Direct Sales, Paul Hedrick, Plus Capital, 105400000, Y, Y, 250000000
Molekule, 2014, San Francisco, United States, Health Care, Dilip Goswami, Foxconn Technology Group, 118549998, Y, Y, 250000000
Turvo, 2014, Sunnyvale, United States, Enterprise Software, Eric Gilmore, Mubadala Capital Ventures, 91600000, Y, Y, 250000000
LeoLabs, 2016, Menlo Park, United States, Aerospace, Daniel Ceperley, Insight Partners, 82000000, Y, Y, 250000000
Simon Data, 2015, New York, United States, Advertising, Frank Harris, BoxGroup, 61800000, Y, Y, 250000000
Hazel Technologies, 2015, Chicago, United States, Agriculture, Adam Preslar, Temasek Holdings, 87777000, Y, Y, 250000000
HEAVY.AI, 2013, San Francisco, United States, Analytics, Thomas Graham, NVIDIA, 92100000, Y, Y, 250000000
EdCast, 2014, Mountain View, United States, Cloud Data Services, Karl Mehta, StartX (Stanford-StartX Fund), 107309936, Y, Y, 250000000
Valimail, 2015, San Francisco, United States, Cyber Security, Alexander Garcia-Tobar, Insight Partners, 84000000, Y, Y, 250000000
Maxwell Financial Labs, 2015, Denver, United States, Credit, John Paasonen, Techstars, 79405000, Y, Y, 250000000
Once Upon a Farm, 2015, San Diego, United States, Baby, Ari Raz, S2G Ventures, 116800000, Y, Y, 250000000
NEXA3D, 2014, Ventura, United States, 3D Printing, Andrea Denaro, OurCrowd, 94999999, Y, Y, 250000000
Akoya Biosciences, 2015, Marlborough, United States, Biotechnology, Garry Nolan, Innovatus Capital Partners, 83500000, Y, Y, 250000000
Soothe, 2013, Los Angeles, United States, Personal Health, Bradley Herman, AngelList Talent, 78300000, Y, Y, 250000000
Pivotal Commware, 2016, Kirkland, United States, Computer, Brian Deutsch, Lux Capital, 99000000, Y, Y, 250000000
Lola.com, 2015, Boston, United States, Apps, Bill O'Donnell, Accel, 81700000, Y, Y, 250000000
ParkourSC, 2014, San Jose, United States, Asset Management, Raj Kulkarni, Cota Capital, 75000000, Y, Y, 250000000
AutoGravity, 2015, El Segundo, United States, Automotive, Aleks Bogoeski, Mercedes-Benz Group AG, 110000000, Y, Y, 250000000
Keros Therapeutics, 2015, Lexington, United States, Biotechnology, Jasbir Seehra, OrbiMed, 90000000, Y, Y, 250000000
b8ta, 2015, San Francisco, United States, Electronics, Nicholas Mann, Macy's, 88500000, Y, Y, 250000000
Humatics, 2015, Waltham, United States, Collaboration, David Mindell, Alumni Ventures, 80215000, Y, Y, 250000000
Drone Racing League, 2015, New York, United States, Drones, Nicholas Horbaczewski, Allianz, 49402287, Y, Y, 250000000
CNEX Labs, 2013, San Jose, United States, Application Specific Integrated Circuit (ASIC), Alan J Armstrong, Alumni Ventures, 143846175, Y, Y, 250000000
Glympse Bio, 2015, Cambridge, United States, Biotechnology, Gabe Kwong, Temasek Holdings, 93299987, Y, Y, 250000000
Soft Robotics, 2013, Bedford, United States, Advanced Materials, Carmichael Roberts, ABB, 86000000, Y, Y, 250000000
Route 92 Medical, 2015, San Mateo, United States, Health Care, Joey English, Norwest Venture Partners, 140483582, Y, Y, 250000000
AI Therapeutics, 2013, Guilford, United States, Artificial Intelligence, Jonathan M Rothberg, BioVenture, 98000000, Y, Y, 250000000
good culture, 2014, California City, United States, Food and Beverage, Anders Eisner, General Mills, 81800000, Y, Y, 250000000
YI Technology, 2014, Sunnyvale, United States, Consumer Electronics, Sean Da, Qiming Venture Partners, 100000000, Y, Y, 250000000
OncoResponse, 2016, Seattle, United States, Biopharma, Clifford J. Stocks, ARCH Venture Partners, 103100000, Y, Y, 250000000
Stampli, 2015, Mountain View, United States, Accounting, Eyal Feldman, Insight Partners, 84700000, Y, Y, 250000000
FloQast, 2013, Sherman Oaks, United States, Accounting, Cullen Zandstra, Norwest Venture Partners, 202850000, Y, Y, 250000000
Getaway, 2015, Brooklyn, United States, Hospitality, Jon Staff, Alumni Ventures, 81549997, Y, Y, 250000000
TheGuarantors, 2015, New York, United States, Credit, Bob Schmidt, Kima Ventures, 76720000, Y, Y, 250000000
Caresyntax, 2013, Boston, United States, Analytics, Björn von Siemens, BlackRock, 207500000, Y, Y, 250000000
Arterys, 2013, San Francisco, United States, Cloud Computing, Albert Hsiao, Temasek Holdings, 71716000, Y, Y, 250000000
Axoni, 2013, New York, United States, Analytics, Greg Schvey, Citi, 89774999, Y, Y, 250000000
Vium, 2013, San Mateo, United States, Biotechnology, Joe Betts-Lacroix, DCVC, 53940004, Y, Y, 250000000
Cape Analytics, 2014, Mountain View, United States, Analytics, Ryan Kottenstette, DCVC, 75000000, Y, Y, 250000000
Turing Pharmaceuticals, 2014, New York, United States, Biopharma, Martin Shkreli, Martin Shkreli, 90000000, Y, N, 250000000
Flex Logix Technologies, 2014, Mountain View, United States, Artificial Intelligence, Cheng C. Wang, Eclipse Ventures, 67400000, Y, Y, 235000000
Hologram, 2014, Chicago, United States, Information Technology, Benjamin Forgan, Espresso Capital, 82353000, Y, Y, 235000000
Cloud9, 2013, Los Angeles, United States, eSports, Jacques Etienne, Craft Ventures, 79309995, Y, Y, 230000000
Tidelift, 2017, Boston, United States, Developer Platform, Donald Fischer, Kaiser Permanente, 73500000, Y, Y, 230000000
Cricket Health, 2015, Boston, United States, Health Care, Arvind Rajan, Nexus Venture Partners, 111070000, Y, Y, 230000000
CareAcademy, 2013, Cambridge, United States, Education, Helen Adeosun, Techstars, 33045000, Y, Y, 228500000
Braavo Capital, 2014, New York, United States, B2B, Mark Loranger, SV Angel, 77985000, Y, Y, 225000000
5 Point Medical, 2018, San Francisco, United States, Health Care, Mark Taniguchi, —, 100000000, Y, N, 225000000
Fuzzy, 2016, San Francisco, United States, mHealth, Eric Palm, Gaingels, 80500000, Y, Y, 224000000
Brightside, 2017, San Francisco, United States, Financial Services, Callum King, Andreessen Horowitz, 72225000, Y, Y, 220000000
Wise Systems, 2014, Cambridge, United States, Artificial Intelligence, Ali Kamil, Techstars, 73050659, Y, Y, 215000000
OPKIX, 2016, Costa Mesa, United States, Consumer, C. Lawrence Greaves, Steven Silverstein, 16775000, Y, Y, 205700000
Slingshot Aerospace, 2017, Austin, United States, Aerospace, David Godwin, Techstars, 110520000, Y, Y, 200000000
Zylo, 2016, Indianapolis, United States, Analytics, Ben Pippenger, Bessemer Venture Partners, 66700000, Y, Y, 200000000
OpenWeb, 2015, New York, United States, Internet, Ishay Green, Insight Partners, 393000000, Y, Y, 200000000
Guru, 2013, Philadelphia, United States, Artificial Intelligence, Mitchell Stewart, Accel, 70700000, Y, Y, 200000000
Solv, 2016, Oakland, United States, Apps, Daniele Farnedi, Binance Labs, 95050000, Y, Y, 200000000
Tovala, 2015, Chicago, United States, Cooking, Bryan Wilcox, OurCrowd, 68639786, Y, Y, 200000000
Rockset, 2016, San Mateo, United States, Analytics, Dhruba Borthakur, Sequoia Capital, 61500000, Y, Y, 200000000
Inspectorio, 2016, Minneapolis, United States, Consumer Goods, Carlos Moncayo Castillo, Techstars, 63820000, Y, Y, 200000000
Tibit Communications, 2014, Petaluma, United States, Information Technology, Jerry Wojtowicz, Juniper Networks, 84942682, Y, Y, 200000000
Grailed, 2013, New York, United States, E-Commerce, Arun Gupta, Goat Group, 76500000, Y, Y, 200000000
Health Gorilla, 2014, Mountain View, United States, Electronic Health Record (EHR), Andrei Zudin, DCVC, 78705915, Y, Y, 200000000
Cotopaxi, 2014, Salt Lake City, United States, Consumer Goods, Chad Whittaker, Correlation Ventures, 77149904, Y, Y, 200000000
One Concern, 2015, Menlo Park, United States, Analytics, Ahmad Wani, Haystack, 119160000, Y, Y, 200000000
Cynet, 2015, New York, United States, Computer, Boaz Zilber, Norwest Venture Partners, 78000000, Y, Y, 200000000
Hazelcast, 2012, San Mateo, United States, Cloud Computing, Enes Akar, European Bank for Reconstruction and Development, 63584000, Y, Y, 200000000
Armory, 2016, San Mateo, United States, Cloud Computing, Ben Mappen, Gaingels, 82000000, Y, Y, 200000000
Clinc, 2015, Ann Arbor, United States, Artificial Intelligence, Jason Mars, National Science Foundation, 60725000, Y, Y, 200000000
Robin, 2014, Boston, United States, Business Intelligence, Apolinaras "Apollo" Sinkevicius, Autodesk, 59100000, Y, Y, 200000000
Jetty, 2015, New York, United States, Consumer Software, Luke Cohler, Alumni Ventures, 63500000, Y, Y, 200000000
Forward Networks, 2013, Santa Clara, United States, Computer, Brandon Heller, Andreessen Horowitz, 62149993, Y, Y, 200000000
Hollar, 2015, Commerce, United States, Consumer Electronics, David Yeom, Lightspeed Venture Partners, 77549995, Y, Y, 200000000
Fauna, 2015, San Francisco, United States, Database, Evan Weaver, Alumni Ventures, 84609994, Y, Y, 200000000
Dealpath, 2014, San Francisco, United States, Commercial Real Estate, Andy Lee, Bechtel Corporation, 67099996, Y, Y, 200000000
Persado, 2012, New York, United States, Analytics, Alex Vratskides, Goldman Sachs, 66000000, Y, Y, 200000000
Digit, 2013, San Francisco, United States, Analytics, Ethan Bloch, General Catalyst, 66300000, Y, Y, 200000000
Transfix, 2013, New York, United States, B2B, Drew McElroy, New Enterprise Associates, 128500000, Y, Y, 200000000
Hungryroot, 2015, New York, United States, Artificial Intelligence, Benjamin McKean, Lightspeed Venture Partners, 75400000, Y, Y, 200000000
Pair Eyewear, 2017, New York, United States, E-Commerce, Nathan Kondamuri, Norwest Venture Partners, 73500000, Y, Y, 200000000
Afero, 2014, Los Altos, United States, Hardware, Joe Britt, SoftBank, 100000000, Y, Y, 200000000
Constructor, 2015, San Francisco, United States, Artificial Intelligence, Dan McCormick, Fusion Fund, 61100000, Y, Y, 200000000
CookUnity, 2015, Brooklyn, United States, Consumer Applications, Lucia Cisilotto, Gaingels, 70408798, Y, Y, 200000000
INTURN, 2013, New York, United States, B2B, Charlie Ifrah, FJ Labs, 66987432, Y, Y, 200000000
NimbleRx, 2015, Redwood City, United States, Health Care, Talha Sattar, Sequoia Capital, 74869877, Y, Y, 200000000
Tailor Brands, 2014, Brooklyn, United States, Advertising, Nadav Shatz, OurCrowd, 70600000, Y, Y, 200000000
Cordial, 2014, San Diego, United States, Email Marketing, Adam Gillespie, NewSpring, 73550000, Y, Y, 200000000
Upbound, 2017, Seattle, United States, Cloud Computing, Bassam Tabbara, GV, 69000000, Y, Y, 200000000
Buoy Health, 2014, Boston, United States, Apps, Adam Lathram, Humana, 63221855, Y, Y, 200000000
ThirdLove, 2013, San Francisco, United States, E-Commerce, David Spector, Andreessen Horowitz, 68600000, Y, Y, 200000000
Osaro, 2015, San Francisco, United States, Artificial Intelligence, Derik Pridmore, Pegasus Tech Ventures, 96300000, Y, N, 200000000
AnyRoad, 2014, San Francisco, United States, Big Data, Daniel Yaffe, 500 Global, 66200000, Y, Y, 200000000
Proscia, 2014, Philadelphia, United States, Artificial Intelligence, Coleman Stavish, Flybridge, 70590270, Y, Y, 200000000
mabl, 2017, Boston, United States, Developer Tools, Dan Belcher, Amplify Partners, 76099001, Y, Y, 200000000
Tempo Automation, 2013, San Francisco, United States, Automotive, Jeff McAlvay, Alumni Ventures, 153600000, Y, Y, 200000000
